"TG-GATEs","dose","dose_unit","time","time_unit","parameter","parameter_type","value","value_unit","outcome","source"
"tamoxifen",6,"mg/kg",8,"day","Lactate dehydrogenase","Clinical chemistry",45,"u/L",1,"TG-GATEs"
"tamoxifen",6,"mg/kg",8,"day","γ-Glutamyltranspeptidase","Clinical chemistry",1,"u/L",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",4,"day","Alkaline phosphatase","Clinical chemistry",1765,"u/L",1,"TG-GATEs"
"tamoxifen",20,"mg/kg",4,"day","Total cholesterol","Clinical chemistry",46,"mg/dL",1,"TG-GATEs"
"tamoxifen",20,"mg/kg",4,"day","Triglyceride","Clinical chemistry",46,"mg/dL",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",4,"day","Total bilirubin","Clinical chemistry",0.03,"mg/dL",1,"TG-GATEs"
"tamoxifen",20,"mg/kg",4,"day","Direct bilirubin","Clinical chemistry",0.01,"mg/dL",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",4,"day","Glucose","Clinical chemistry",179,"mg/dL",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",4,"day","Blood urea nitrogen","Clinical chemistry",11,"mg/dL",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",4,"day","Creatinine","Clinical chemistry",0.2,"mg/dL",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",4,"day","Sodium","Clinical chemistry",144,"mEq/L",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",4,"day","Potassium","Clinical chemistry",4.5,"mEq/L",1,"TG-GATEs"
"tamoxifen",20,"mg/kg",4,"day","Chloride","Clinical chemistry",109,"mEq/L",1,"TG-GATEs"
"tamoxifen",20,"mg/kg",4,"day","Calcium","Clinical chemistry",10.8,"mg/dL",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",4,"day","Phosphorus","Clinical chemistry",9.1,"mg/dL",1,"TG-GATEs"
"tamoxifen",20,"mg/kg",4,"day","Total protein","Clinical chemistry",5.5,"g/dL",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",4,"day","Albumin","Clinical chemistry",2.6,"g/dL",1,"TG-GATEs"
"tamoxifen",20,"mg/kg",4,"day","Albumin globulin ratio","Clinical chemistry",0.9,"",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",4,"day","Aspartate aminotransferase","Clinical chemistry",68,"u/L",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",4,"day","Alanine aminotransferase","Clinical chemistry",41,"u/L",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",4,"day","Lactate dehydrogenase","Clinical chemistry",48,"u/L",1,"TG-GATEs"
"tamoxifen",20,"mg/kg",4,"day","γ-Glutamyltranspeptidase","Clinical chemistry",1,"u/L",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",8,"day","Alkaline phosphatase","Clinical chemistry",2099,"u/L",1,"TG-GATEs"
"tamoxifen",20,"mg/kg",8,"day","Total cholesterol","Clinical chemistry",35,"mg/dL",1,"TG-GATEs"
"tamoxifen",20,"mg/kg",8,"day","Triglyceride","Clinical chemistry",81,"mg/dL",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",8,"day","Total bilirubin","Clinical chemistry",0.02,"mg/dL",1,"TG-GATEs"
"tamoxifen",20,"mg/kg",8,"day","Direct bilirubin","Clinical chemistry",0.01,"mg/dL",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",8,"day","Glucose","Clinical chemistry",178,"mg/dL",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",8,"day","Blood urea nitrogen","Clinical chemistry",13,"mg/dL",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",8,"day","Creatinine","Clinical chemistry",0.2,"mg/dL",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",8,"day","Sodium","Clinical chemistry",143,"mEq/L",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",8,"day","Potassium","Clinical chemistry",4.1,"mEq/L",1,"TG-GATEs"
"tamoxifen",20,"mg/kg",8,"day","Chloride","Clinical chemistry",109,"mEq/L",1,"TG-GATEs"
"tamoxifen",20,"mg/kg",8,"day","Calcium","Clinical chemistry",10.4,"mg/dL",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",8,"day","Phosphorus","Clinical chemistry",8.1,"mg/dL",1,"TG-GATEs"
"tamoxifen",20,"mg/kg",8,"day","Total protein","Clinical chemistry",5.7,"g/dL",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",8,"day","Albumin","Clinical chemistry",2.7,"g/dL",1,"TG-GATEs"
"tamoxifen",20,"mg/kg",8,"day","Albumin globulin ratio","Clinical chemistry",0.8,"",1,"TG-GATEs"
"tamoxifen",20,"mg/kg",8,"day","Aspartate aminotransferase","Clinical chemistry",65,"u/L",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",8,"day","Alanine aminotransferase","Clinical chemistry",43,"u/L",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",8,"day","Lactate dehydrogenase","Clinical chemistry",41,"u/L",1,"TG-GATEs"
"tamoxifen",20,"mg/kg",8,"day","γ-Glutamyltranspeptidase","Clinical chemistry",1,"u/L",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",4,"day","Alkaline phosphatase","Clinical chemistry",1934,"u/L",1,"TG-GATEs"
"tamoxifen",60,"mg/kg",4,"day","Total cholesterol","Clinical chemistry",41,"mg/dL",1,"TG-GATEs"
"tamoxifen",60,"mg/kg",4,"day","Triglyceride","Clinical chemistry",30,"mg/dL",1,"TG-GATEs"
"tamoxifen",60,"mg/kg",4,"day","Total bilirubin","Clinical chemistry",0.03,"mg/dL",1,"TG-GATEs"
"tamoxifen",60,"mg/kg",4,"day","Direct bilirubin","Clinical chemistry",0.01,"mg/dL",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",4,"day","Glucose","Clinical chemistry",174,"mg/dL",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",4,"day","Blood urea nitrogen","Clinical chemistry",13,"mg/dL",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",4,"day","Creatinine","Clinical chemistry",0.2,"mg/dL",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",4,"day","Sodium","Clinical chemistry",144,"mEq/L",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",4,"day","Potassium","Clinical chemistry",4.3,"mEq/L",1,"TG-GATEs"
"tamoxifen",60,"mg/kg",4,"day","Chloride","Clinical chemistry",109,"mEq/L",1,"TG-GATEs"
"tamoxifen",60,"mg/kg",4,"day","Calcium","Clinical chemistry",10.7,"mg/dL",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",4,"day","Phosphorus","Clinical chemistry",8.9,"mg/dL",1,"TG-GATEs"
"tamoxifen",60,"mg/kg",4,"day","Total protein","Clinical chemistry",5.5,"g/dL",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",4,"day","Albumin","Clinical chemistry",2.5,"g/dL",1,"TG-GATEs"
"tamoxifen",60,"mg/kg",4,"day","Albumin globulin ratio","Clinical chemistry",0.9,"",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",4,"day","Aspartate aminotransferase","Clinical chemistry",72,"u/L",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",4,"day","Alanine aminotransferase","Clinical chemistry",59,"u/L",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",4,"day","Lactate dehydrogenase","Clinical chemistry",52,"u/L",1,"TG-GATEs"
"tamoxifen",60,"mg/kg",4,"day","γ-Glutamyltranspeptidase","Clinical chemistry",1,"u/L",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",8,"day","Alkaline phosphatase","Clinical chemistry",2151,"u/L",1,"TG-GATEs"
"tamoxifen",60,"mg/kg",8,"day","Total cholesterol","Clinical chemistry",42,"mg/dL",1,"TG-GATEs"
"tamoxifen",60,"mg/kg",8,"day","Triglyceride","Clinical chemistry",32,"mg/dL",1,"TG-GATEs"
"tamoxifen",60,"mg/kg",8,"day","Total bilirubin","Clinical chemistry",0.02,"mg/dL",1,"TG-GATEs"
"tamoxifen",60,"mg/kg",8,"day","Direct bilirubin","Clinical chemistry",0.01,"mg/dL",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",8,"day","Glucose","Clinical chemistry",158,"mg/dL",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",8,"day","Blood urea nitrogen","Clinical chemistry",13,"mg/dL",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",8,"day","Creatinine","Clinical chemistry",0.2,"mg/dL",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",8,"day","Sodium","Clinical chemistry",144,"mEq/L",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",8,"day","Potassium","Clinical chemistry",4.3,"mEq/L",1,"TG-GATEs"
"tamoxifen",60,"mg/kg",8,"day","Chloride","Clinical chemistry",109,"mEq/L",1,"TG-GATEs"
"tamoxifen",60,"mg/kg",8,"day","Calcium","Clinical chemistry",10.5,"mg/dL",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",8,"day","Phosphorus","Clinical chemistry",8,"mg/dL",1,"TG-GATEs"
"tamoxifen",60,"mg/kg",8,"day","Total protein","Clinical chemistry",5.6,"g/dL",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",8,"day","Albumin","Clinical chemistry",2.6,"g/dL",1,"TG-GATEs"
"tamoxifen",60,"mg/kg",8,"day","Albumin globulin ratio","Clinical chemistry",0.9,"",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",8,"day","Aspartate aminotransferase","Clinical chemistry",74,"u/L",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",8,"day","Alanine aminotransferase","Clinical chemistry",61,"u/L",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",8,"day","Lactate dehydrogenase","Clinical chemistry",57,"u/L",1,"TG-GATEs"
"tamoxifen",60,"mg/kg",8,"day","γ-Glutamyltranspeptidase","Clinical chemistry",1,"u/L",0,"TG-GATEs"
"tannic acid",100,"mg/kg",4,"day","Alkaline phosphatase","Clinical chemistry",753,"u/L",1,"TG-GATEs"
"tannic acid",100,"mg/kg",4,"day","Total cholesterol","Clinical chemistry",80,"mg/dL",0,"TG-GATEs"
"tannic acid",100,"mg/kg",4,"day","Triglyceride","Clinical chemistry",106,"mg/dL",0,"TG-GATEs"
"tannic acid",100,"mg/kg",4,"day","Total bilirubin","Clinical chemistry",0.29,"mg/dL",0,"TG-GATEs"
"tannic acid",100,"mg/kg",4,"day","Direct bilirubin","Clinical chemistry",0,"mg/dL",0,"TG-GATEs"
"tannic acid",100,"mg/kg",4,"day","Glucose","Clinical chemistry",210,"mg/dL",1,"TG-GATEs"
"tannic acid",100,"mg/kg",4,"day","Blood urea nitrogen","Clinical chemistry",18,"mg/dL",0,"TG-GATEs"
"tannic acid",100,"mg/kg",4,"day","Creatinine","Clinical chemistry",0.5,"mg/dL",0,"TG-GATEs"
"tannic acid",100,"mg/kg",4,"day","Sodium","Clinical chemistry",140,"mEq/L",0,"TG-GATEs"
"tannic acid",100,"mg/kg",4,"day","Potassium","Clinical chemistry",5.1,"mEq/L",0,"TG-GATEs"
"tannic acid",100,"mg/kg",4,"day","Chloride","Clinical chemistry",104,"mEq/L",0,"TG-GATEs"
"tannic acid",100,"mg/kg",4,"day","Calcium","Clinical chemistry",11,"mg/dL",0,"TG-GATEs"
"tannic acid",100,"mg/kg",4,"day","Phosphorus","Clinical chemistry",8.7,"mg/dL",1,"TG-GATEs"
"tannic acid",100,"mg/kg",4,"day","Total protein","Clinical chemistry",5.7,"g/dL",0,"TG-GATEs"
"tannic acid",100,"mg/kg",4,"day","Albumin","Clinical chemistry",3.9,"g/dL",0,"TG-GATEs"
"tannic acid",100,"mg/kg",4,"day","Albumin globulin ratio","Clinical chemistry",2.3,"",1,"TG-GATEs"
"tannic acid",100,"mg/kg",4,"day","Aspartate aminotransferase","Clinical chemistry",63,"u/L",0,"TG-GATEs"
"tannic acid",100,"mg/kg",4,"day","Alanine aminotransferase","Clinical chemistry",35,"u/L",0,"TG-GATEs"
"tannic acid",100,"mg/kg",4,"day","Lactate dehydrogenase","Clinical chemistry",53,"u/L",1,"TG-GATEs"
"tannic acid",100,"mg/kg",4,"day","γ-Glutamyltranspeptidase","Clinical chemistry",1,"u/L",0,"TG-GATEs"
"tannic acid",100,"mg/kg",8,"day","Alkaline phosphatase","Clinical chemistry",831,"u/L",1,"TG-GATEs"
"tannic acid",100,"mg/kg",8,"day","Total cholesterol","Clinical chemistry",81,"mg/dL",0,"TG-GATEs"
"tannic acid",100,"mg/kg",8,"day","Triglyceride","Clinical chemistry",125,"mg/dL",0,"TG-GATEs"
"tannic acid",100,"mg/kg",8,"day","Total bilirubin","Clinical chemistry",0.4,"mg/dL",0,"TG-GATEs"
"tannic acid",100,"mg/kg",8,"day","Direct bilirubin","Clinical chemistry",0,"mg/dL",0,"TG-GATEs"
"tannic acid",100,"mg/kg",8,"day","Glucose","Clinical chemistry",205,"mg/dL",0,"TG-GATEs"
"tannic acid",100,"mg/kg",8,"day","Blood urea nitrogen","Clinical chemistry",20,"mg/dL",1,"TG-GATEs"
"tannic acid",100,"mg/kg",8,"day","Creatinine","Clinical chemistry",0.5,"mg/dL",0,"TG-GATEs"
"tannic acid",100,"mg/kg",8,"day","Sodium","Clinical chemistry",138,"mEq/L",1,"TG-GATEs"
"tannic acid",100,"mg/kg",8,"day","Potassium","Clinical chemistry",4.4,"mEq/L",1,"TG-GATEs"
"tannic acid",100,"mg/kg",8,"day","Chloride","Clinical chemistry",103,"mEq/L",0,"TG-GATEs"
"tannic acid",100,"mg/kg",8,"day","Calcium","Clinical chemistry",11.2,"mg/dL",0,"TG-GATEs"
"tannic acid",100,"mg/kg",8,"day","Phosphorus","Clinical chemistry",8.6,"mg/dL",1,"TG-GATEs"
"tannic acid",100,"mg/kg",8,"day","Total protein","Clinical chemistry",5.9,"g/dL",0,"TG-GATEs"
"tannic acid",100,"mg/kg",8,"day","Albumin","Clinical chemistry",3.7,"g/dL",0,"TG-GATEs"
"tannic acid",100,"mg/kg",8,"day","Albumin globulin ratio","Clinical chemistry",1.5,"",0,"TG-GATEs"
"tannic acid",100,"mg/kg",8,"day","Aspartate aminotransferase","Clinical chemistry",64,"u/L",0,"TG-GATEs"
"tannic acid",100,"mg/kg",8,"day","Alanine aminotransferase","Clinical chemistry",33,"u/L",0,"TG-GATEs"
"tannic acid",100,"mg/kg",8,"day","Lactate dehydrogenase","Clinical chemistry",59,"u/L",1,"TG-GATEs"
"tannic acid",100,"mg/kg",8,"day","γ-Glutamyltranspeptidase","Clinical chemistry",1,"u/L",0,"TG-GATEs"
"tannic acid",300,"mg/kg",4,"day","Alkaline phosphatase","Clinical chemistry",800,"u/L",1,"TG-GATEs"
"tannic acid",300,"mg/kg",4,"day","Total cholesterol","Clinical chemistry",84,"mg/dL",0,"TG-GATEs"
"tannic acid",300,"mg/kg",4,"day","Triglyceride","Clinical chemistry",110,"mg/dL",0,"TG-GATEs"
"tannic acid",300,"mg/kg",4,"day","Total bilirubin","Clinical chemistry",0.33,"mg/dL",0,"TG-GATEs"
"tannic acid",300,"mg/kg",4,"day","Direct bilirubin","Clinical chemistry",0,"mg/dL",0,"TG-GATEs"
"tannic acid",300,"mg/kg",4,"day","Glucose","Clinical chemistry",210,"mg/dL",1,"TG-GATEs"
"tannic acid",300,"mg/kg",4,"day","Blood urea nitrogen","Clinical chemistry",18,"mg/dL",0,"TG-GATEs"
"tannic acid",300,"mg/kg",4,"day","Creatinine","Clinical chemistry",0.5,"mg/dL",0,"TG-GATEs"
"tannic acid",300,"mg/kg",4,"day","Sodium","Clinical chemistry",139,"mEq/L",1,"TG-GATEs"
"tannic acid",300,"mg/kg",4,"day","Potassium","Clinical chemistry",4.6,"mEq/L",1,"TG-GATEs"
"tannic acid",300,"mg/kg",4,"day","Chloride","Clinical chemistry",103,"mEq/L",0,"TG-GATEs"
"tannic acid",300,"mg/kg",4,"day","Calcium","Clinical chemistry",10.9,"mg/dL",0,"TG-GATEs"
"tannic acid",300,"mg/kg",4,"day","Phosphorus","Clinical chemistry",8.7,"mg/dL",1,"TG-GATEs"
"tannic acid",300,"mg/kg",4,"day","Total protein","Clinical chemistry",5.7,"g/dL",0,"TG-GATEs"
"tannic acid",300,"mg/kg",4,"day","Albumin","Clinical chemistry",3.8,"g/dL",0,"TG-GATEs"
"tannic acid",300,"mg/kg",4,"day","Albumin globulin ratio","Clinical chemistry",2.2,"",1,"TG-GATEs"
"tannic acid",300,"mg/kg",4,"day","Aspartate aminotransferase","Clinical chemistry",66,"u/L",0,"TG-GATEs"
"tannic acid",300,"mg/kg",4,"day","Alanine aminotransferase","Clinical chemistry",35,"u/L",0,"TG-GATEs"
"tannic acid",300,"mg/kg",4,"day","Lactate dehydrogenase","Clinical chemistry",56,"u/L",1,"TG-GATEs"
"tannic acid",300,"mg/kg",4,"day","γ-Glutamyltranspeptidase","Clinical chemistry",1,"u/L",0,"TG-GATEs"
"tannic acid",300,"mg/kg",8,"day","Alkaline phosphatase","Clinical chemistry",747,"u/L",1,"TG-GATEs"
"tannic acid",300,"mg/kg",8,"day","Total cholesterol","Clinical chemistry",82,"mg/dL",0,"TG-GATEs"
"tannic acid",300,"mg/kg",8,"day","Triglyceride","Clinical chemistry",126,"mg/dL",0,"TG-GATEs"
"tannic acid",300,"mg/kg",8,"day","Total bilirubin","Clinical chemistry",0.41,"mg/dL",0,"TG-GATEs"
"tannic acid",300,"mg/kg",8,"day","Direct bilirubin","Clinical chemistry",0.01,"mg/dL",0,"TG-GATEs"
"tannic acid",300,"mg/kg",8,"day","Glucose","Clinical chemistry",209,"mg/dL",0,"TG-GATEs"
"tannic acid",300,"mg/kg",8,"day","Blood urea nitrogen","Clinical chemistry",19,"mg/dL",0,"TG-GATEs"
"tannic acid",300,"mg/kg",8,"day","Creatinine","Clinical chemistry",0.5,"mg/dL",0,"TG-GATEs"
"tannic acid",300,"mg/kg",8,"day","Sodium","Clinical chemistry",138,"mEq/L",1,"TG-GATEs"
"tannic acid",300,"mg/kg",8,"day","Potassium","Clinical chemistry",4.6,"mEq/L",1,"TG-GATEs"
"tannic acid",300,"mg/kg",8,"day","Chloride","Clinical chemistry",103,"mEq/L",0,"TG-GATEs"
"tannic acid",300,"mg/kg",8,"day","Calcium","Clinical chemistry",10.8,"mg/dL",0,"TG-GATEs"
"tannic acid",300,"mg/kg",8,"day","Phosphorus","Clinical chemistry",7.9,"mg/dL",1,"TG-GATEs"
"tannic acid",300,"mg/kg",8,"day","Total protein","Clinical chemistry",6,"g/dL",0,"TG-GATEs"
"tannic acid",300,"mg/kg",8,"day","Albumin","Clinical chemistry",3.7,"g/dL",0,"TG-GATEs"
"tannic acid",300,"mg/kg",8,"day","Albumin globulin ratio","Clinical chemistry",1.6,"",0,"TG-GATEs"
"tannic acid",300,"mg/kg",8,"day","Aspartate aminotransferase","Clinical chemistry",62,"u/L",0,"TG-GATEs"
"tannic acid",300,"mg/kg",8,"day","Alanine aminotransferase","Clinical chemistry",35,"u/L",0,"TG-GATEs"
"tannic acid",300,"mg/kg",8,"day","Lactate dehydrogenase","Clinical chemistry",77,"u/L",0,"TG-GATEs"
"tannic acid",300,"mg/kg",8,"day","γ-Glutamyltranspeptidase","Clinical chemistry",2,"u/L",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",4,"day","Alkaline phosphatase","Clinical chemistry",716,"u/L",1,"TG-GATEs"
"tannic acid",1000,"mg/kg",4,"day","Total cholesterol","Clinical chemistry",80,"mg/dL",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",4,"day","Triglyceride","Clinical chemistry",98,"mg/dL",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",4,"day","Total bilirubin","Clinical chemistry",0.36,"mg/dL",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",4,"day","Direct bilirubin","Clinical chemistry",0,"mg/dL",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",4,"day","Glucose","Clinical chemistry",207,"mg/dL",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",4,"day","Blood urea nitrogen","Clinical chemistry",17,"mg/dL",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",4,"day","Creatinine","Clinical chemistry",0.4,"mg/dL",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",4,"day","Sodium","Clinical chemistry",139,"mEq/L",1,"TG-GATEs"
"tannic acid",1000,"mg/kg",4,"day","Potassium","Clinical chemistry",4.6,"mEq/L",1,"TG-GATEs"
"tannic acid",1000,"mg/kg",4,"day","Chloride","Clinical chemistry",104,"mEq/L",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",4,"day","Calcium","Clinical chemistry",11,"mg/dL",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",4,"day","Phosphorus","Clinical chemistry",7.9,"mg/dL",1,"TG-GATEs"
"tannic acid",1000,"mg/kg",4,"day","Total protein","Clinical chemistry",5.6,"g/dL",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",4,"day","Albumin","Clinical chemistry",3.6,"g/dL",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",4,"day","Albumin globulin ratio","Clinical chemistry",2,"",1,"TG-GATEs"
"tannic acid",1000,"mg/kg",4,"day","Aspartate aminotransferase","Clinical chemistry",66,"u/L",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",4,"day","Alanine aminotransferase","Clinical chemistry",43,"u/L",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",4,"day","Lactate dehydrogenase","Clinical chemistry",68,"u/L",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",4,"day","γ-Glutamyltranspeptidase","Clinical chemistry",1,"u/L",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",8,"day","Alkaline phosphatase","Clinical chemistry",906,"u/L",1,"TG-GATEs"
"tannic acid",1000,"mg/kg",8,"day","Total cholesterol","Clinical chemistry",64,"mg/dL",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",8,"day","Triglyceride","Clinical chemistry",87,"mg/dL",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",8,"day","Total bilirubin","Clinical chemistry",0.46,"mg/dL",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",8,"day","Direct bilirubin","Clinical chemistry",0.01,"mg/dL",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",8,"day","Glucose","Clinical chemistry",202,"mg/dL",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",8,"day","Blood urea nitrogen","Clinical chemistry",16,"mg/dL",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",8,"day","Creatinine","Clinical chemistry",0.5,"mg/dL",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",8,"day","Sodium","Clinical chemistry",137,"mEq/L",1,"TG-GATEs"
"tannic acid",1000,"mg/kg",8,"day","Potassium","Clinical chemistry",4.6,"mEq/L",1,"TG-GATEs"
"tannic acid",1000,"mg/kg",8,"day","Chloride","Clinical chemistry",102,"mEq/L",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",8,"day","Calcium","Clinical chemistry",10.9,"mg/dL",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",8,"day","Phosphorus","Clinical chemistry",8.3,"mg/dL",1,"TG-GATEs"
"tannic acid",1000,"mg/kg",8,"day","Total protein","Clinical chemistry",6,"g/dL",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",8,"day","Albumin","Clinical chemistry",3.7,"g/dL",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",8,"day","Albumin globulin ratio","Clinical chemistry",1.7,"",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",8,"day","Aspartate aminotransferase","Clinical chemistry",59,"u/L",1,"TG-GATEs"
"tannic acid",1000,"mg/kg",8,"day","Alanine aminotransferase","Clinical chemistry",35,"u/L",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",8,"day","Lactate dehydrogenase","Clinical chemistry",79,"u/L",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",8,"day","γ-Glutamyltranspeptidase","Clinical chemistry",1,"u/L",0,"TG-GATEs"
"terbinafine",75,"mg/kg",4,"day","Alkaline phosphatase","Clinical chemistry",854,"u/L",1,"TG-GATEs"
"terbinafine",75,"mg/kg",4,"day","Total cholesterol","Clinical chemistry",81,"mg/dL",0,"TG-GATEs"
"terbinafine",75,"mg/kg",4,"day","Triglyceride","Clinical chemistry",110,"mg/dL",0,"TG-GATEs"
"terbinafine",75,"mg/kg",4,"day","Total bilirubin","Clinical chemistry",0.16,"mg/dL",0,"TG-GATEs"
"terbinafine",75,"mg/kg",4,"day","Direct bilirubin","Clinical chemistry",0.11,"mg/dL",0,"TG-GATEs"
"terbinafine",75,"mg/kg",4,"day","Glucose","Clinical chemistry",192,"mg/dL",0,"TG-GATEs"
"terbinafine",75,"mg/kg",4,"day","Blood urea nitrogen","Clinical chemistry",14,"mg/dL",0,"TG-GATEs"
"terbinafine",75,"mg/kg",4,"day","Creatinine","Clinical chemistry",0.4,"mg/dL",0,"TG-GATEs"
"terbinafine",75,"mg/kg",4,"day","Sodium","Clinical chemistry",141,"mEq/L",0,"TG-GATEs"
"terbinafine",75,"mg/kg",4,"day","Potassium","Clinical chemistry",4.3,"mEq/L",1,"TG-GATEs"
"terbinafine",75,"mg/kg",4,"day","Chloride","Clinical chemistry",104,"mEq/L",0,"TG-GATEs"
"terbinafine",75,"mg/kg",4,"day","Calcium","Clinical chemistry",10.8,"mg/dL",0,"TG-GATEs"
"terbinafine",75,"mg/kg",4,"day","Phosphorus","Clinical chemistry",7.2,"mg/dL",1,"TG-GATEs"
"terbinafine",75,"mg/kg",4,"day","Total protein","Clinical chemistry",5.6,"g/dL",0,"TG-GATEs"
"terbinafine",75,"mg/kg",4,"day","Albumin","Clinical chemistry",3.6,"g/dL",0,"TG-GATEs"
"terbinafine",75,"mg/kg",4,"day","Albumin globulin ratio","Clinical chemistry",1.8,"",0,"TG-GATEs"
"terbinafine",75,"mg/kg",4,"day","Aspartate aminotransferase","Clinical chemistry",67,"u/L",0,"TG-GATEs"
"terbinafine",75,"mg/kg",4,"day","Alanine aminotransferase","Clinical chemistry",37,"u/L",0,"TG-GATEs"
"terbinafine",75,"mg/kg",4,"day","Lactate dehydrogenase","Clinical chemistry",212,"u/L",0,"TG-GATEs"
"terbinafine",75,"mg/kg",4,"day","γ-Glutamyltranspeptidase","Clinical chemistry",2,"u/L",0,"TG-GATEs"
"terbinafine",75,"mg/kg",8,"day","Alkaline phosphatase","Clinical chemistry",895,"u/L",1,"TG-GATEs"
"terbinafine",75,"mg/kg",8,"day","Total cholesterol","Clinical chemistry",76,"mg/dL",0,"TG-GATEs"
"terbinafine",75,"mg/kg",8,"day","Triglyceride","Clinical chemistry",107,"mg/dL",0,"TG-GATEs"
"terbinafine",75,"mg/kg",8,"day","Total bilirubin","Clinical chemistry",0.17,"mg/dL",0,"TG-GATEs"
"terbinafine",75,"mg/kg",8,"day","Direct bilirubin","Clinical chemistry",0.1,"mg/dL",0,"TG-GATEs"
"terbinafine",75,"mg/kg",8,"day","Glucose","Clinical chemistry",188,"mg/dL",0,"TG-GATEs"
"terbinafine",75,"mg/kg",8,"day","Blood urea nitrogen","Clinical chemistry",16,"mg/dL",0,"TG-GATEs"
"terbinafine",75,"mg/kg",8,"day","Creatinine","Clinical chemistry",0.4,"mg/dL",0,"TG-GATEs"
"terbinafine",75,"mg/kg",8,"day","Sodium","Clinical chemistry",142,"mEq/L",0,"TG-GATEs"
"terbinafine",75,"mg/kg",8,"day","Potassium","Clinical chemistry",4.2,"mEq/L",1,"TG-GATEs"
"terbinafine",75,"mg/kg",8,"day","Chloride","Clinical chemistry",104,"mEq/L",0,"TG-GATEs"
